時間,洋蔥,香蕉,鳳梨,蒜頭,青梅,木瓜,柳橙,椪柑,蓮霧,棗子,新興梨,檸檬,芒果,水梨,番石榴,文旦,甜柿,桶柑,紅龍果,甘藍,結球白菜,茂谷柑,西瓜
2017-01-25,-,102.6,-,-,-,-,27.5,-,119,90,-,-,-,-,74.67,-,-,34,-,4.17,12.04,-,-
2017-01-26,-,104,-,-,-,-,29,-,109,95.67,-,-,-,-,79.33,-,-,38,-,6.04,11.39,-,-
2017-01-27,-,105,-,-,-,-,30,-,123,97.67,-,-,-,-,81,-,-,41,-,3.37,3.66,-,-
2017-02-02,-,100.4,-,-,-,-,-,-,95.5,91,-,-,-,-,78.33,-,-,46,-,2.67,5.88,-,-
2017-02-03,-,101.4,-,-,-,-,-,-,103.67,-,-,-,-,-,75,-,-,42.5,-,2.19,5.6,-,-
2017-02-04,-,100.6,-,-,-,-,-,-,100.33,-,-,-,-,-,73.67,-,-,38,-,3.18,4.85,-,-
2017-02-05,-,100.75,-,-,-,-,-,-,-,-,-,-,-,-,77,-,-,-,-,-,-,-,-
2017-02-06,-,101.5,-,-,-,-,-,-,-,-,-,-,-,-,77,-,-,-,-,-,-,-,-
2017-02-07,-,101.6,-,-,-,-,-,-,115.33,-,-,-,-,-,72.67,-,-,33.5,-,3.33,5.3,-,-
2017-02-08,-,104.6,-,-,-,-,-,-,122.67,-,-,-,-,-,68,-,-,36,-,-,6.64,-,-
2017-02-09,-,104.4,-,-,-,-,-,-,118,-,-,-,-,-,66.33,-,-,33.5,-,3,6.91,-,-
2017-02-10,-,105.4,-,-,-,-,-,-,122,-,-,-,-,-,68.67,-,-,31.5,-,2.89,8,-,-
2017-02-11,-,100,-,-,-,-,-,-,119,-,-,-,-,-,69.33,-,-,33.5,-,4.94,5.76,-,-
2017-02-12,-,99.6,-,-,-,-,-,-,-,-,-,-,-,-,70,-,-,-,-,-,-,-,-
2017-02-13,-,110,-,-,-,-,-,-,-,-,-,-,-,-,70,-,-,-,-,-,-,-,-
2017-02-14,-,99.6,-,-,-,-,-,-,115.33,-,-,-,-,-,69.33,-,-,34,-,3.85,7.28,-,-
2017-02-15,-,102.6,-,-,-,-,-,-,128.33,-,-,-,-,-,69.67,-,-,33,-,4.58,8.25,-,-
2017-02-16,-,104.6,-,-,-,-,-,-,123,-,-,-,-,-,69,-,-,34,-,2.51,5.4,-,-
2017-02-17,-,106,-,-,-,-,-,-,108.67,-,-,-,-,-,68.33,-,-,35.5,-,5.1,4.24,-,-
2017-02-18,-,106.6,-,-,-,-,-,-,115,-,-,-,-,-,67.33,-,-,33.5,-,2.97,5.91,-,-
2017-02-19,-,105.6,-,-,-,-,-,-,122.33,-,-,-,-,-,69.33,-,-,33.5,-,2.11,6.07,-,-
2017-02-20,-,110,-,-,-,-,-,-,-,-,-,-,-,-,66,-,-,-,-,-,-,-,-
2017-02-21,-,100.4,-,-,-,-,-,-,120,-,-,-,-,-,71.67,-,-,33.5,-,4.12,9.04,-,-
2017-02-22,-,99.8,-,-,-,-,-,-,113.33,-,-,-,-,-,71.33,-,-,34.5,-,3.16,7.3,-,-
2017-02-23,-,101.4,-,-,-,-,-,-,111.67,-,-,-,-,-,67.67,-,-,34.5,-,3.36,8.23,-,-
2017-02-24,-,100,-,-,-,-,-,-,108.67,-,-,-,-,-,68,-,-,33.5,-,2.01,5.4,-,-
2017-02-25,-,98,-,-,-,-,-,-,98.67,-,-,-,-,-,66.67,-,-,33.5,-,2,5.35,-,-
2017-02-26,-,97,-,-,-,-,-,-,93,-,-,-,-,-,65.33,-,-,36.5,-,3,5.36,-,-
2017-02-27,-,100,-,-,-,-,-,-,-,-,-,-,-,-,64,-,-,-,-,-,-,-,-
2017-02-28,-,88,-,-,-,-,-,-,85,-,-,-,-,-,68.33,-,-,37.5,-,5.18,8.56,-,-
2017-03-01,-,86,-,137.87,-,-,-,-,81.33,-,-,-,-,-,67.67,-,-,-,-,-,-,-,-
2017-03-02,-,81,-,150.2,-,-,-,-,85,-,-,-,-,-,67.67,-,-,-,-,-,-,-,-
2017-03-03,-,67,-,150.2,-,-,-,-,92.67,-,-,-,-,-,67.67,-,-,-,-,-,-,-,-
2017-03-04,-,63,-,150.2,-,-,-,-,81.33,-,-,-,-,-,66.33,-,-,-,-,-,-,-,-
2017-03-05,-,59,-,150.2,-,-,-,-,76.67,-,-,-,-,-,65,-,-,-,-,-,-,-,-
2017-03-06,-,65,-,130.7,-,-,-,-,-,-,-,-,-,-,63,-,-,-,-,-,-,-,-
2017-03-07,-,59,-,130.7,-,-,-,-,81.33,-,-,-,-,-,65.67,-,-,-,-,-,-,-,-
2017-03-08,-,60,-,130.7,-,-,-,-,80,-,-,-,-,-,63.67,-,-,-,-,-,-,-,-
2017-03-09,-,60.4,-,126.42,-,-,-,-,84.67,-,-,-,-,-,64,-,-,-,-,-,-,-,-
2017-03-10,-,61,-,126.42,-,-,-,-,83,-,-,-,-,-,64.33,-,-,-,-,-,-,-,-
2017-03-11,-,61.6,-,98.63,-,-,-,-,75,-,-,-,-,-,61.67,-,-,-,-,-,-,-,-
2017-03-12,-,62.6,-,98.63,-,-,-,-,76.33,-,-,-,-,-,61,-,-,-,-,-,-,-,-
2017-03-13,-,60,-,98.63,-,-,-,-,-,-,-,-,-,-,60,-,-,-,-,-,-,-,-
2017-03-14,-,63.4,-,98.63,-,-,-,-,74.67,-,-,-,-,-,54.33,-,-,-,-,-,-,-,-
2017-03-15,-,65.4,-,98.63,-,-,-,-,70.33,-,-,-,-,-,51.67,-,-,-,-,-,-,-,-
2017-03-16,-,65,-,98.63,-,-,-,-,73.67,-,-,-,-,-,51.33,-,-,-,-,-,-,-,-
2017-03-17,-,68.2,-,98.63,-,-,-,-,75.33,-,-,-,-,-,51,-,-,-,-,-,-,-,-
2017-03-18,-,69.6,-,92.35,-,-,-,-,71.67,-,-,-,-,-,53.33,-,-,-,-,-,-,-,-
2017-03-19,-,70.4,-,92.35,-,-,-,-,69.67,-,-,-,-,-,52.67,-,-,-,-,-,-,-,-
2017-03-20,-,70,-,92.35,-,-,-,-,-,-,-,-,-,-,63,-,-,-,-,-,-,-,-
2017-03-21,-,74,-,92.35,-,-,-,-,68.67,-,-,-,-,-,49,-,-,-,-,-,-,-,-
2017-03-22,-,75.4,-,92.35,-,-,-,-,64.33,-,-,-,-,-,43.33,-,-,-,-,-,-,-,-
2017-03-23,-,75.4,-,92.35,-,-,-,-,64,-,-,-,-,-,39.33,-,-,-,-,-,-,-,-
2017-03-24,-,75.8,-,92.35,-,-,-,-,61.67,-,-,-,-,-,35,-,-,-,-,-,-,-,-
2017-03-25,-,75.4,-,92.9,-,-,-,-,60.67,-,-,-,-,-,34.33,-,-,-,-,-,-,-,-
2017-03-26,-,75,-,92.9,-,-,-,-,62,-,-,-,-,-,30.67,-,-,-,-,-,-,-,-
2017-03-27,-,77,-,92.47,-,-,-,-,-,-,-,-,-,-,36,-,-,-,-,-,-,-,-
2017-03-28,-,74.4,-,90.09,-,-,-,-,63.67,-,-,-,-,-,29.33,-,-,-,-,-,-,-,-
2017-03-29,-,74.8,-,91.28,-,-,-,-,60.33,-,-,-,-,-,28,-,-,-,-,-,-,-,-
2017-03-30,-,76,-,90.65,-,-,-,-,56.67,-,-,-,-,-,26.33,-,-,-,-,-,-,-,-
2017-03-31,-,76.4,-,90.65,-,-,-,-,52,-,-,-,-,-,25.67,-,-,-,-,-,-,-,-
2017-04-01,-,76,24.75,97.8,-,-,-,-,-,-,-,-,-,-,25.33,-,-,-,-,-,-,-,-
2017-04-02,-,75.5,24.75,99.05,-,-,-,-,-,-,-,-,-,-,24.67,-,-,-,-,-,-,-,-
2017-04-03,-,-,24.48,100.3,-,-,-,-,-,-,-,-,-,-,25.33,-,-,-,-,-,-,-,-
2017-04-04,-,74.5,-,100.3,-,-,-,-,-,-,-,-,-,-,30,-,-,-,-,-,-,-,-
2017-04-05,-,74.5,-,100.94,30,-,-,-,-,-,-,-,-,-,30,-,-,-,-,-,-,-,-
2017-04-06,-,73.75,24.63,100.29,30,-,-,-,-,-,-,-,-,-,21.33,-,-,-,-,-,-,-,-
2017-04-07,-,76.25,24.17,101.57,30,-,-,-,-,-,-,-,-,-,18.33,-,-,-,-,-,-,-,-
2017-04-08,-,76.75,23.17,103.39,30,-,-,-,-,-,-,-,-,-,17.33,-,-,-,-,-,-,-,-
2017-04-09,-,77,26.3,103.39,30,-,-,-,-,-,-,-,-,-,17,-,-,-,-,-,-,-,-
2017-04-10,-,78,22,103.39,25.5,-,-,-,-,-,-,-,-,-,20,-,-,-,-,-,-,-,-
2017-04-11,-,77.75,23.83,106.04,25.5,-,-,-,-,-,-,-,-,-,16.33,-,-,-,-,-,-,-,-
2017-04-12,-,78.75,23.67,106.68,26,-,-,-,-,-,-,-,-,-,14.33,-,-,-,-,-,-,-,-
2017-04-13,-,79,24.85,107.93,26,-,-,-,-,-,-,-,-,-,13,-,-,-,-,-,-,-,-
2017-04-14,-,80,24.67,107.93,26,-,-,-,-,-,-,-,-,-,13.33,-,-,-,-,-,-,-,-
2017-04-15,-,78.75,24.83,107.93,26.67,-,-,-,-,-,-,-,-,-,13.67,-,-,-,-,-,-,-,-
2017-04-16,-,77.25,26.4,107.93,27.5,-,-,-,-,-,-,-,-,-,13,-,-,-,-,-,-,-,-
2017-04-17,-,-,19,107.93,28.33,-,-,-,-,-,-,-,-,-,15,-,-,-,-,-,-,-,-
2017-04-18,-,68.75,24.42,108.57,28.67,-,-,-,-,-,-,-,-,-,13.17,-,-,-,-,-,-,-,-
2017-04-19,-,68.75,23.25,113.25,28.67,-,-,-,-,-,-,-,-,-,13.33,-,-,-,-,-,-,-,-
2017-04-20,-,68.75,23.42,113.25,28.67,-,-,-,-,-,-,-,-,-,12.5,-,-,-,-,-,-,-,-
2017-04-21,-,66.5,24.5,111.93,28.67,-,-,-,-,-,-,-,-,-,10,-,-,-,-,-,-,-,-
2017-04-22,-,63.75,24.33,111.93,31.5,-,-,-,-,-,-,-,-,-,11,-,-,-,-,-,-,-,-
2017-04-23,-,65,24,111.93,30,-,-,-,-,-,-,-,-,-,11.33,-,-,-,-,-,-,-,-
2017-04-24,-,-,20,114.45,27.5,-,-,-,-,-,-,-,-,-,13,-,-,-,-,-,-,-,-
2017-04-25,-,60,25.35,114.25,30.33,-,-,-,-,-,-,-,-,-,12.83,-,-,-,-,-,-,-,-
2017-04-26,-,56.5,25.33,114.79,30.33,-,-,-,-,-,-,-,-,-,13.33,-,-,-,-,-,-,-,-
2017-04-27,-,49.5,26.58,114.79,30.67,-,-,-,-,-,-,-,-,-,13,-,-,-,-,-,-,-,-
2017-04-28,-,47.75,27.1,114.79,30.67,-,-,-,-,-,-,-,-,-,13.2,-,-,-,-,-,-,-,-
2017-04-29,-,48,27.03,114.79,30.67,-,-,-,-,-,-,-,-,-,14.5,-,-,-,-,-,-,-,-
2017-04-30,-,48,28.53,114.79,30.67,-,-,-,-,-,-,-,-,-,14.83,-,-,-,-,-,-,-,-
2017-05-01,-,48,30.5,114.79,-,-,-,-,-,-,-,-,-,-,14,-,-,-,-,-,-,-,-
2017-05-02,-,48.75,27,113.7,-,-,-,-,-,-,-,-,-,-,15.67,-,-,-,-,-,-,-,-
2017-05-03,-,47.75,26.28,115.41,-,-,-,-,-,-,-,-,-,-,16.83,-,-,-,-,-,-,-,-
2017-05-04,-,48.25,25.86,115.41,-,-,-,-,-,-,-,-,-,-,16.67,-,-,-,-,-,-,-,-
2017-05-05,-,51,25.78,115.95,-,-,-,-,-,-,-,-,-,-,17.17,-,-,-,-,-,-,-,-
2017-05-06,-,51.5,25.28,115.41,-,-,-,-,-,-,-,-,-,-,17.47,-,-,-,-,-,-,-,-
2017-05-07,-,51.5,27.6,115.41,-,-,-,-,-,-,-,-,-,-,18.43,-,-,-,-,-,-,-,-
2017-05-08,-,-,24.77,115.41,-,-,-,-,-,-,-,-,-,-,15,-,-,-,-,-,-,-,-
2017-05-09,-,51.5,26.72,113.16,-,-,-,-,-,-,-,-,-,-,16.67,-,-,-,-,-,-,-,-
2017-05-10,-,52,26.68,111.68,-,-,-,-,-,-,-,-,-,-,15,-,-,-,-,-,-,-,-
2017-05-11,-,49.75,27.05,110.91,-,-,-,-,-,-,-,-,-,-,14.33,-,-,-,-,-,-,-,-
2017-05-12,-,48.25,28.67,110.91,-,-,-,-,-,-,-,-,-,-,14,-,-,-,-,-,-,-,-
2017-05-13,-,46.75,28.77,110.91,-,-,-,-,-,-,-,-,-,-,14.67,-,-,-,-,-,-,-,-
2017-05-14,-,46.5,30.2,110.91,-,-,-,-,-,-,-,-,-,-,14.67,-,-,-,-,-,-,-,-
2017-05-15,-,-,25.87,110.91,-,-,-,-,-,-,-,-,-,-,15,-,-,-,-,-,-,-,-
2017-05-16,-,31.75,28.18,102.58,-,-,-,-,-,-,-,-,-,-,15.33,-,-,-,-,-,-,-,-
2017-05-17,-,29,28.1,102.58,-,-,-,-,-,-,-,-,-,-,14,-,-,-,-,-,-,-,-
2017-05-18,-,20,28.38,102.58,-,-,-,-,-,-,-,-,-,-,14.67,-,-,-,-,-,-,-,-
2017-05-19,-,22.75,28.88,102.58,-,-,-,-,-,-,-,-,-,-,16.67,-,-,-,-,-,-,-,-
2017-05-20,-,22,28.48,102.58,-,-,-,-,-,-,-,-,-,-,17.33,-,-,-,-,-,-,-,-
2017-05-21,-,22,30.38,102.58,-,-,-,-,-,-,-,-,-,-,18.67,-,-,-,-,-,-,-,-
2017-05-22,-,-,26.87,102.58,-,-,-,-,-,-,-,-,-,-,19,-,-,-,-,-,-,-,-
2017-05-23,-,25.5,25.9,102.58,-,-,-,-,-,-,-,-,-,-,19.67,-,-,-,-,-,-,-,-
2017-05-24,-,25.75,26.87,102.58,-,-,-,-,-,-,-,-,-,-,19.67,-,-,-,-,-,-,-,-
2017-05-25,-,26.25,26.85,98.83,-,-,-,-,-,-,-,-,-,-,21.33,-,-,-,-,-,-,-,-
2017-05-26,-,29.25,26.65,96.91,-,-,-,-,-,-,-,-,-,-,24,-,-,-,-,-,-,-,-
2017-05-27,-,29.5,27.17,96.07,-,-,-,-,-,-,-,-,-,-,26.83,-,-,-,-,-,-,-,-
2017-05-28,-,30,25.98,95.24,-,-,-,-,-,-,-,-,-,-,24.83,-,-,-,-,-,-,-,-
2017-05-29,-,-,25.58,94.07,-,-,-,-,-,-,-,-,-,-,23.5,-,-,-,-,-,-,-,-
2017-05-30,-,30,25.43,94.07,-,-,-,-,-,-,-,-,-,-,23.17,-,-,-,-,-,-,-,-
2017-05-31,-,28.75,30,94.07,-,-,-,-,-,-,-,-,-,-,27,-,-,-,-,-,-,-,-
2017-06-01,-,26.75,24.43,-,-,22,-,-,-,-,-,-,-,-,25,-,-,-,-,-,-,-,-
2017-06-02,-,28.25,23.05,-,-,30.5,-,-,-,-,-,-,-,-,22.33,-,-,-,-,-,-,-,-
2017-06-03,-,26.75,21.1,-,-,26,-,-,-,-,-,-,-,-,23,-,-,-,-,-,-,-,-
2017-06-04,-,26,22.44,-,-,22.67,-,-,-,-,-,-,-,-,24.17,-,-,-,-,-,-,-,-
2017-06-05,-,-,19.1,-,-,20.5,-,-,-,-,-,-,-,-,30,-,-,-,-,-,-,-,-
2017-06-06,-,25.25,20,-,-,22.75,-,-,-,-,-,-,-,-,26.33,-,-,-,-,-,-,-,-
2017-06-07,-,24.75,21.68,-,-,24.75,-,-,-,-,-,-,-,-,31.33,-,-,-,-,-,-,-,-
2017-06-08,-,22.75,20.72,-,-,28.75,-,-,-,-,-,-,-,-,32.17,-,-,-,-,-,-,-,-
2017-06-09,-,21.25,20.23,-,-,28.25,-,-,-,-,-,-,-,-,32.33,-,-,-,-,-,-,-,-
2017-06-10,-,22.5,21.33,-,-,26.75,-,-,-,-,-,-,-,-,33.5,-,-,-,-,-,-,-,-
2017-06-11,-,23.25,20.32,-,-,25.33,-,-,-,-,-,-,-,-,33.33,-,-,-,-,-,-,-,-
2017-06-12,-,-,19,-,-,27,-,-,-,-,-,-,-,-,36,-,-,-,-,-,-,-,-
2017-06-13,-,21,20.05,-,-,26.25,-,-,-,-,-,-,96.5,-,32.67,-,-,-,-,-,-,-,-
2017-06-14,-,19,21.25,-,-,24.38,-,-,-,-,-,-,97,-,30.67,-,-,-,-,-,-,-,-
2017-06-15,-,12.75,18.58,-,-,21.5,-,-,-,-,-,-,92,-,27,-,-,-,-,-,-,-,-
2017-06-16,-,8.75,18.92,-,-,20,-,-,-,-,-,-,95.75,-,27,-,-,-,-,-,-,-,-
2017-06-17,-,8.5,17.95,-,-,22.25,-,-,-,-,-,-,93.5,-,28,-,-,-,-,-,-,-,-
2017-06-18,-,8,19.86,-,-,21,-,-,-,-,-,-,97.5,-,29.33,-,-,-,-,-,-,-,-
2017-06-19,-,-,18.33,-,-,14.5,-,-,-,-,-,-,53.3,-,34,-,-,-,-,-,-,-,-
2017-06-20,-,9.75,20.33,-,-,23.5,-,-,-,-,-,-,78.43,-,31.17,-,-,-,-,-,-,-,-
2017-06-21,-,10,20.8,-,-,24,-,-,-,-,-,-,83.1,-,30.83,-,-,-,-,-,-,-,-
2017-06-22,-,12,20.63,-,-,24.25,-,-,-,-,-,-,79.43,-,30.33,-,-,-,-,-,-,-,-
2017-06-23,-,13,20.62,-,-,25.75,-,-,-,-,-,-,77.77,-,31,-,-,-,-,-,-,-,-
2017-06-24,-,12.75,20.73,-,-,25.92,-,-,-,-,-,-,78.11,-,34.17,-,-,-,-,-,-,-,-
2017-06-25,-,12.75,22.52,-,-,25.22,-,-,-,-,-,-,74.11,-,34.5,-,-,-,-,-,-,-,-
2017-06-26,-,12,19.67,-,-,24.84,-,-,-,-,-,-,73.5,-,42,-,-,-,-,-,-,-,-
2017-06-27,-,11,19.67,-,-,27.75,-,-,-,-,-,-,66.67,-,33,-,-,-,-,-,-,-,-
2017-06-28,-,10.75,20.3,-,-,27.25,-,-,-,-,-,-,66,-,33,-,-,-,-,-,-,-,-
2017-06-29,-,11.25,20.17,-,-,26,-,-,-,-,-,-,68.67,-,32,-,-,-,-,-,-,-,-
2017-06-30,-,12,20.78,-,-,26,-,-,-,-,-,-,73,-,32,-,-,-,-,-,-,-,-
2017-07-01,-,10.25,-,-,-,25.25,-,-,-,-,51,16,79,-,26,-,-,-,50,-,-,-,-
2017-07-02,-,9.25,-,-,-,27.33,-,-,-,-,51,16.67,75.67,-,23.67,-,-,-,57,-,-,-,-
2017-07-03,-,11,-,-,-,26,-,-,-,-,60,19.5,60,-,26,-,-,-,-,-,-,-,-
2017-07-04,-,7.75,-,-,-,30.25,-,-,-,-,56,18.75,73,-,22,-,-,-,72,-,-,-,-
2017-07-05,-,7.75,-,-,-,32.75,-,-,-,-,56,19.25,59.33,-,21.83,-,-,-,67.03,-,-,-,-
2017-07-06,-,8.5,-,-,-,33,-,-,-,-,56,19.75,62.67,-,22,-,-,-,62.67,-,-,-,-
2017-07-07,-,8.5,-,-,-,33.5,-,-,-,-,55.5,19.25,62,-,22.5,-,-,-,61.83,-,-,-,-
2017-07-08,-,9.75,-,-,-,35.75,-,-,-,-,55.5,19,59,-,23,-,-,-,52.5,-,-,-,-
2017-07-09,-,9.75,-,-,-,34.33,-,-,-,-,55.5,19,58,-,23.33,-,-,-,47.2,-,-,-,-
2017-07-10,-,-,-,-,-,29,-,-,-,-,-,-,50,-,26,-,-,-,-,-,-,-,-
2017-07-11,-,9.75,-,-,-,33,-,-,-,-,55.5,20.25,52.67,-,21.5,-,-,-,39.55,-,-,-,-
2017-07-12,-,9.75,-,-,-,33.5,-,-,-,-,55.5,19.25,53.33,-,21,-,-,-,30.75,-,-,-,-
2017-07-13,-,11,-,-,-,31,-,-,-,-,55.5,19,50,-,20.5,-,-,-,26.48,-,-,-,-
2017-07-14,-,11,-,-,-,30.25,-,-,-,-,55.5,19.25,50.33,-,20.67,-,-,-,24.53,-,-,-,-
2017-07-15,-,10.25,-,-,-,29,-,-,-,-,52.5,19.5,54.33,-,21,-,-,-,25.28,-,-,-,-
2017-07-16,-,10.25,-,-,-,27.67,-,-,-,-,52.5,20.25,53.67,-,20.33,-,-,-,26.99,-,-,-,-
2017-07-17,-,10,-,-,-,28.5,-,-,-,-,-,20,45,-,18,-,-,-,-,-,-,-,-
2017-07-18,-,11.25,-,-,-,27,-,-,-,-,53,20.75,48.67,-,21.67,-,-,-,28.5,-,-,-,-
2017-07-19,-,11.25,-,-,-,28.25,-,-,-,-,53,21,51.33,-,20.33,-,-,-,29.13,-,-,-,-
2017-07-20,-,11.25,-,-,-,25.75,-,-,-,-,55,19.5,55,-,20.67,-,-,-,29.47,-,-,-,-
2017-07-21,-,11.5,-,-,-,26.5,-,-,-,-,56.5,19.75,56.33,-,20.83,-,-,-,27,-,-,-,-
2017-07-22,-,11.75,-,-,-,29,-,-,-,-,58,18.75,62,-,21.33,-,-,-,28.3,-,-,-,-
2017-07-23,-,11.75,-,-,-,29.67,-,-,-,-,58,19.5,60.67,-,21.9,-,-,-,28.28,-,-,-,-
2017-07-24,-,12,-,-,-,31,-,-,-,-,-,18,-,-,19,-,-,-,30,-,-,-,-
2017-07-25,-,12,-,-,-,29.75,-,-,-,-,58,19.25,53,-,21.23,-,-,-,26.1,-,-,-,-
2017-07-26,-,11.25,-,-,-,27.75,-,-,-,-,58,20.25,52.5,-,21.1,-,-,-,27.1,-,-,-,-
2017-07-27,-,10.5,-,-,-,27.25,-,-,-,-,58,20,53,-,21.33,-,-,-,28.85,-,-,-,-
2017-07-28,-,10.5,-,-,-,27,-,-,-,-,58.5,20.5,52.5,-,21.67,-,-,-,30.1,-,-,-,-
2017-07-29,-,9.25,-,-,-,25.75,-,-,-,-,59.5,18.75,55,-,22.83,-,-,-,33.65,-,-,-,-
2017-07-30,-,9.25,-,-,-,24,-,-,-,-,57.5,19.25,50,-,21.57,-,-,-,33.68,-,-,-,-
2017-07-31,-,-,-,-,-,23,-,-,-,-,-,19,-,-,19,-,-,-,-,-,-,-,-
2017-08-01,-,9.75,-,-,-,27.25,-,-,-,-,61,21.25,-,-,30,-,-,-,43.67,-,-,-,-
2017-08-02,-,11,-,-,-,27,-,-,-,-,61,20.5,-,-,27.5,-,-,-,41.48,-,-,-,-
2017-08-03,-,11.5,-,-,-,28.75,-,-,-,-,61.67,19.75,-,-,29.33,-,-,-,43.68,-,-,-,-
2017-08-04,-,11.75,-,-,-,24.25,-,-,-,-,60,18.75,-,-,29.5,-,-,-,38.7,-,-,-,-
2017-08-05,-,12,-,-,-,25.5,-,-,-,-,58,19.25,-,-,28,-,-,-,35,-,-,-,-
2017-08-06,-,12,-,-,-,26,-,-,-,-,59.33,19,-,-,25.67,-,-,-,35,-,-,-,-
2017-08-07,-,11,-,-,-,25.5,-,-,-,-,-,17,-,-,25,-,-,-,-,-,-,-,-
2017-08-08,-,10.75,-,-,-,27.75,-,-,-,-,60.67,19,-,-,27,-,-,-,34,-,-,-,-
2017-08-09,-,10.75,-,-,-,27.75,-,-,-,-,59.33,18.5,-,-,26.83,-,-,-,34.5,-,-,-,-
2017-08-10,-,11,-,-,-,27.5,-,-,-,-,60,18.5,-,-,27.33,-,-,-,35,-,-,-,-
2017-08-11,-,10.75,-,-,-,26,-,-,-,-,59.33,19.25,-,-,28,-,-,-,35.25,-,-,-,-
2017-08-12,-,10.75,-,-,-,27.25,-,-,-,-,60.67,19.5,-,-,27.17,-,-,-,37.38,-,-,-,-
2017-08-13,-,10.75,-,-,-,28.33,-,-,-,-,60.67,19.5,-,-,28.83,-,-,-,35.53,-,-,-,-
2017-08-14,-,12,-,-,-,26.5,-,-,-,-,-,18,-,-,24,-,-,-,-,-,-,-,-
2017-08-15,-,11.25,-,-,-,28.75,-,-,-,-,58,19.25,-,-,27.83,-,-,-,40.67,-,-,-,-
2017-08-16,-,11.5,-,-,-,29.75,-,-,-,-,59,18.75,-,-,27,-,-,-,40.67,-,-,-,-
2017-08-17,-,10.75,-,-,-,30,-,-,-,-,59,19.25,-,-,25.67,-,-,-,42.25,-,-,-,-
2017-08-18,-,10.75,-,-,-,30.5,-,-,-,-,59,19,-,-,26.33,-,-,-,41.88,-,-,-,-
2017-08-19,-,10.75,-,-,-,31.75,-,-,-,-,60.67,22,-,-,27.83,-,-,-,44.43,-,-,-,-
2017-08-20,-,10.75,-,-,-,32.33,-,-,-,-,60.67,21.75,-,-,28,-,-,-,42.88,-,-,-,-
2017-08-21,-,10,-,-,-,30.5,-,-,-,-,-,21,-,-,24,-,-,-,45,-,-,-,-
2017-08-22,-,9,-,-,-,34,-,-,-,-,61.33,22.5,-,-,27.67,-,-,-,43.25,-,-,-,-
2017-08-23,-,9.75,-,-,-,32.75,-,-,-,-,61.33,21,-,-,28.17,-,-,-,39.5,-,-,-,-
2017-08-24,-,9.75,-,-,-,32.75,-,-,-,-,62.67,21,-,-,27.67,-,-,-,39.25,-,-,-,-
2017-08-25,-,10.5,-,-,-,32.25,-,-,-,-,62.67,21,-,-,29.67,-,-,-,38.95,-,-,-,-
2017-08-26,-,9.5,-,-,-,31.5,-,-,-,-,61.67,22,-,-,29.67,-,-,-,39,-,-,-,-
2017-08-27,-,9.5,-,-,-,32,-,-,-,-,63,21.75,-,-,30,-,-,-,37,-,-,-,-
2017-08-28,-,7,-,-,-,31.5,-,-,-,-,-,20.5,-,-,28,-,-,-,40,-,-,-,-
2017-08-29,-,10.25,-,-,-,29.75,-,-,-,-,62.67,21,-,-,31.17,-,-,-,38.13,-,-,-,-
2017-08-30,-,10.25,-,-,-,27.5,-,-,-,-,62.67,20.25,-,-,32.33,-,-,-,37.5,-,-,-,-
2017-08-31,-,10.75,-,-,-,28.25,-,-,-,-,61,20,-,-,33.67,-,-,-,38,-,-,-,-
2017-09-01,-,11.4,-,-,-,28,-,-,-,-,-,19.75,-,-,34,73.83,-,-,38,-,-,-,-
2017-09-02,-,11.4,-,-,-,30,-,-,-,-,-,19.75,-,-,36,73.67,-,-,38.75,-,-,-,-
2017-09-03,-,11.4,-,-,-,29.75,-,-,-,-,-,19.75,-,-,35,73.67,-,-,39.5,-,-,-,-
2017-09-04,-,12,-,-,-,29.75,-,-,-,-,-,20.75,-,-,35.33,73.5,-,-,39,-,-,-,-
2017-09-05,-,11.4,-,-,-,29,-,-,-,-,-,20.25,-,-,40.67,73,-,-,42.45,-,-,-,-
2017-09-06,-,10.8,-,-,-,32,-,-,-,-,-,19.5,-,-,38,73.75,-,-,-,-,-,-,-
2017-09-07,-,10.8,-,-,-,29.67,-,-,-,-,-,19.67,-,-,38,74.38,-,-,-,-,-,-,-
2017-09-08,-,11.2,-,-,-,29,-,-,-,-,-,19.5,-,-,36,74.25,-,-,43.75,-,-,-,-
2017-09-09,-,10.8,-,-,-,28.25,-,-,-,-,-,19.95,-,-,37,78,-,-,44.67,-,-,-,-
2017-09-10,-,10.8,-,-,-,27.33,-,-,-,-,-,19.88,-,-,35,76,-,-,46.75,-,-,-,-
2017-09-11,-,12,-,-,-,28,-,-,-,-,-,18.5,-,-,41,78,-,-,50,-,-,-,-
2017-09-12,-,8.6,-,-,-,27.5,-,-,-,-,-,20.25,-,-,37.33,78.8,-,-,47.5,-,-,-,-
2017-09-13,-,8.6,-,-,-,25.5,-,-,-,-,-,21.5,-,-,36.67,77.4,-,-,41.75,-,-,-,-
2017-09-14,-,8.6,-,-,-,26,-,-,-,-,-,20.75,-,-,39,77.2,-,-,39.25,-,-,-,-
2017-09-15,-,8.2,-,-,-,27,-,-,-,-,-,19.75,-,-,38.67,76.8,-,-,35,-,-,-,-
2017-09-16,-,8.6,-,-,-,28,-,-,-,-,-,19.75,-,-,45,77,-,-,30,-,-,-,-
